4way time (us),activity,alias,anqp time (us),ap,avg chain rssi,beacon,bps rx,bps rx ll,bps tx,bps tx ll,bytes rx ll,bytes tx ll,chain rssi,channel,collisions,connections,crypt,cx ago,cx time (us),device,dhcp (ms),down,entity id,gateway ip,hardware,ip,ipv6 address,ipv6 gateway,key/phrase,login-fail,login-ok,logout-fail,logout-ok,mac,mask,misc,mode,mtu,no cx (us),noise,parent dev,phantom,port,port type,pps rx,pps tx,qlen,reset,retry failed,rx bytes,rx crc,rx drop,rx errors,rx fifo,rx frame,rx length,rx miss,rx over,rx pkts,rx-rate,sec,signal,ssid,status,time-stamp,tx abort,tx bytes,tx crr,tx errors,tx fifo,tx hb,tx pkts,tx wind,tx-failed %,tx-rate,wifi retries,timestamp,eid
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57790,57790,58564,58564,112078,113578,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,112078,0,0,0,0,0,0,0,0,75,648.5 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:40.894,0,113578,0,0,0,0,75,0,38.01652908325195,245 Mbps,46,1722015880935750.2,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57142,57142,57142,57142,109050,109050,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,109050,0,0,0,0,0,0,0,0,73,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:40.896,0,109050,0,0,0,0,73,0,21.5053768157959,612.5 Mbps,20,1722015880935750.2,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57954,57954,58729,58729,119648,121248,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,119648,0,0,0,0,0,0,0,0,80,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:41.895,0,121248,0,0,0,0,80,0,37.00787353515625,245 Mbps,47,1722015881936219.2,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57352,57352,57352,57352,116620,116620,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,116620,0,0,0,0,0,0,0,0,78,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:41.896,0,116620,0,0,0,0,78,0,20.40816307067871,907.4 Mbps,20,1722015881936219.2,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57408,57408,58176,58176,125704,127384,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,125704,0,0,0,0,0,0,0,0,84,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:42.896,0,127384,0,0,0,0,84,0,35.87786102294922,245 Mbps,47,1722015882936642.2,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,56830,56830,56830,56830,122676,122676,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,122676,0,0,0,0,0,0,0,0,82,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:42.898,0,122676,0,0,0,0,82,0,19.60784339904785,907.4 Mbps,20,1722015882936642.2,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57572,57572,58341,58341,133274,135054,-42 -49 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,133274,0,0,0,0,0,0,0,0,89,864.8 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:43.898,0,135054,0,0,0,0,89,0,35.50724792480469,245 Mbps,49,1722015883937114.0,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57031,57031,57031,57031,130246,130246,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,130246,0,0,0,0,0,0,0,0,87,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:43.899,0,130246,0,0,0,0,87,0,23.00885009765625,907.4 Mbps,26,1722015883937114.0,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57725,57725,58496,58496,140844,142724,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,140844,0,0,0,0,0,0,0,0,94,864.8 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:44.898,0,142724,0,0,0,0,94,0,37.33333206176758,245 Mbps,56,1722015884937590.2,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57211,57211,57211,57211,137816,137816,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,137816,0,0,0,0,0,0,0,0,92,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:44.900,0,137816,0,0,0,0,92,0,22.033897399902344,816.7 Mbps,26,1722015884937590.2,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57858,57858,58630,58630,148414,150394,-42 -49 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,148414,0,0,0,0,0,0,0,0,99,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:45.900,0,150394,0,0,0,0,99,0,37.73584747314453,245 Mbps,60,1722015885937999.0,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57374,57374,57374,57374,145386,145386,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,145386,0,0,0,0,0,0,0,0,97,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:45.901,0,145386,0,0,0,0,97,0,21.138212203979492,816.7 Mbps,26,1722015885937999.0,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57413,57413,58178,58178,154470,156530,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,154470,0,0,0,0,0,0,0,0,103,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:46.903,0,156530,0,0,0,0,103,0,37.19512176513672,245 Mbps,61,1722015886938386.8,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57515,57515,57515,57515,152956,152956,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,152956,0,0,0,0,0,0,0,0,102,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:46.904,0,152956,0,0,0,0,102,0,20.3125,907.4 Mbps,26,1722015886938386.8,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57555,57555,58322,58322,162040,164200,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,162040,0,0,0,0,0,0,0,0,108,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:47.902,0,164200,0,0,0,0,108,0,36.09467315673828,245 Mbps,61,1722015887938796.0,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57111,57111,57111,57111,159012,159012,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,159012,0,0,0,0,0,0,0,0,106,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:47.903,0,159012,0,0,0,0,106,0,19.696969985961914,907.4 Mbps,26,1722015887938796.0,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57626,57626,58394,58394,169610,171870,-42 -49 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,169610,0,0,0,0,0,0,0,0,113,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:48.925,0,171870,0,0,0,0,113,0,35.79545593261719,245 Mbps,63,1722015888939277.5,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57202,57202,57202,57202,166582,166582,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,166582,0,0,0,0,0,0,0,0,111,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:48.926,0,166582,0,0,0,0,111,0,21.276596069335938,907.4 Mbps,30,1722015888939277.5,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57887,57887,58669,58669,177180,179574,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,177180,0,0,0,0,0,0,0,0,118,288.2 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:49.865,0,179574,0,0,0,0,119,0,35.67567443847656,245 Mbps,66,1722015889939752.5,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57485,57485,57480,57480,174166,174152,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,174166,0,0,0,0,0,0,0,0,117,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:49.867,0,174152,0,0,0,0,116,0,22.66666603088379,272.2 Mbps,34,1722015889939752.5,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57467,57467,58249,58249,183278,185772,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,183278,0,0,0,0,0,0,0,0,123,576.4 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:50.893,0,185772,0,0,0,0,124,0,36.08247375488281,245 Mbps,70,1722015890940316.8,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57077,57077,57072,57072,180264,180250,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,180264,0,0,0,0,0,0,0,0,122,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:50.895,0,180250,0,0,0,0,121,0,21.935483932495117,544.3 Mbps,34,1722015890940316.8,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57579,57579,58362,58362,190848,193442,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,190848,0,0,0,0,0,0,0,0,128,648.5 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:51.895,0,193442,0,0,0,0,129,0,35.82089614868164,245 Mbps,72,1722015891940790.8,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57207,57207,57203,57203,187834,187820,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,187834,0,0,0,0,0,0,0,0,127,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:51.896,0,187820,0,0,0,0,126,0,21.25,612.5 Mbps,34,1722015891940790.8,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57673,57673,58456,58456,198418,201112,-42 -49 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,198418,0,0,0,0,0,0,0,0,133,864.8 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:52.902,0,201112,0,0,0,0,134,0,35.26570129394531,245 Mbps,73,1722015892941206.8,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57315,57315,57311,57311,195404,195390,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-89 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,195404,0,0,0,0,0,0,0,0,132,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:52.903,0,195390,0,0,0,0,131,0,20.606060028076172,816.7 Mbps,34,1722015892941206.8,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57470,57470,58250,58250,204474,207248,-42 -49 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,204474,0,0,0,0,0,0,0,0,137,960.7 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:53.842,0,207248,0,0,0,0,138,0,34.5971565246582,245 Mbps,73,1722015893941688.5,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57121,57121,57546,57546,201460,202960,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,201460,0,0,0,0,0,0,0,0,136,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:53.844,0,202960,0,0,0,0,136,0,20.0,907.4 Mbps,34,1722015893941688.5,1.1.vap0000
0,0,sta0000,0,00:0A:52:25:BD:B4,,0,57691,57691,58473,58473,212044,214918,-42 -50 ,157,0,0,0,0,0,sta0000,0,False,NA,0.0.0.0,AX210,172.16.0.2,fe80::8245:ddff:fe27:1992/64,DELETED,,0,0,0,0,80:45:dd:27:19:92,255.255.255.0,0,802.11an-AX 80 2x2,1500,0,-1 dBm,wiphy9,False,1.1.05,WIFI-STA,4,4,1000,Complete,0,212044,0,0,0,0,0,0,0,0,142,864.8 Mbps,0,-41 dBm,TESTSSID,Authorized,2024-07-26 10:44:54.783,0,214918,0,0,0,0,143,0,35.0,245 Mbps,77,1722015894942136.8,1.1.sta0000
0,1,vap0000,0,,-1 -1 -1 -1 -1 -1 -1 -1 ,0,57354,57354,57351,57351,209030,209016,-1 -1 -1 -1 -1 -1 -1 -1 ,157,0,0,0,0,0,vap0000,0,False,NA,0.0.0.0,mtk7915,172.16.0.1,fe80::20a:52ff:fe25:bdb4/64,DELETED,,0,0,0,0,00:0a:52:25:bd:b4,255.255.255.0,0,802.11an-BE 80 ,1500,0,-90 dBm,wiphy0,False,1.1.16,WIFI-AP,4,4,1000,Complete,0,209030,0,0,0,0,0,0,0,0,141,918.5 Mbps,0,-27 dBm,TESTSSID,,2024-07-26 10:44:54.785,0,209016,0,0,0,0,140,0,21.787710189819336,816.7 Mbps,39,1722015894942136.8,1.1.vap0000
